,Olympiad_Participation,Scholarship,School,Fav_sub,Projects,Grasp_pow,Time_sprt,Medals,Career_sprt,Act_sprt,Fant_arts,Won_arts,Time_art,Predicted_Hobby
808,0,0,1,0,0,3,2,0,0,0,1,2,4,1
809,0,0,0,2,0,2,2,0,0,0,1,2,5,1
810,0,0,1,0,0,3,3,1,0,1,1,2,4,1
811,0,0,1,0,1,3,3,1,0,1,1,2,5,1
812,0,0,0,2,0,3,2,0,0,0,1,2,5,1
813,0,0,0,2,0,3,4,0,0,0,1,2,4,1
814,0,0,0,2,0,3,3,0,0,0,1,2,4,1
815,0,0,0,3,0,3,1,0,0,0,1,2,4,1
816,0,0,0,0,0,4,1,0,0,0,1,2,3,1
817,0,0,0,2,0,2,2,0,0,0,1,2,4,1
818,0,0,0,3,0,3,2,0,0,0,1,2,4,1
819,0,0,0,2,0,3,2,0,0,0,1,2,4,1
820,0,0,0,2,0,2,4,0,0,0,1,2,3,1
821,0,0,0,3,0,3,5,0,0,0,1,2,4,1
822,0,0,0,3,0,3,1,0,0,0,1,2,4,1
823,0,0,0,2,0,3,3,0,0,0,1,2,3,1
824,0,0,0,3,0,4,2,0,0,0,1,2,4,1
825,0,0,0,2,0,3,6,0,0,0,1,2,4,1
826,0,0,0,2,0,3,2,0,0,0,1,2,4,1
827,0,0,0,2,0,1,2,0,0,0,1,2,3,1
828,0,0,0,0,0,1,3,0,0,0,1,2,4,1
829,0,0,0,2,0,3,2,0,0,0,1,2,4,1
830,0,0,0,0,0,2,3,0,0,0,1,2,4,1
831,0,0,0,3,0,3,3,0,0,0,1,2,4,1
832,0,0,0,2,0,3,1,0,0,0,1,2,3,1
833,0,0,0,3,0,3,5,0,0,0,1,2,4,1
834,0,0,0,2,0,3,3,0,0,0,1,2,4,1
835,0,0,0,3,0,3,1,0,0,0,1,2,4,1
836,0,0,0,3,0,3,3,0,0,0,1,2,3,1
837,0,0,0,2,0,3,1,0,0,0,1,2,4,1
838,0,0,0,2,0,3,1,0,0,0,1,2,4,1
839,0,0,0,2,0,4,4,0,0,0,1,2,5,1
840,0,0,0,3,0,3,2,0,0,0,1,2,5,1
841,0,0,0,2,0,3,2,0,0,0,1,2,2,1
842,0,0,0,0,0,3,2,0,0,0,1,2,5,1
843,0,0,0,2,0,4,6,0,0,0,1,2,3,1
844,0,0,0,3,0,3,3,0,0,0,1,2,5,1
845,0,0,0,3,0,3,3,0,0,0,1,2,3,1
846,0,0,0,3,0,3,6,0,0,0,1,2,5,1
847,0,0,0,2,0,2,6,0,0,0,1,2,4,1
848,0,0,0,3,0,3,3,0,0,0,1,2,4,1
849,0,0,0,0,0,2,3,0,0,0,1,2,2,1
850,0,0,0,2,0,3,4,0,0,0,1,2,2,1
851,0,0,0,3,0,3,3,0,0,0,1,2,1,1
852,0,0,0,3,0,2,2,0,0,0,1,2,4,1
853,0,0,0,3,0,2,6,0,0,0,1,2,4,1
854,0,0,1,0,1,3,3,1,1,1,0,2,2,1
855,0,0,0,1,0,3,3,0,0,0,1,2,2,1
856,0,0,0,0,0,3,2,0,0,0,1,2,2,1
857,0,0,0,0,0,3,6,0,0,0,1,2,3,1
858,0,0,0,2,0,4,3,0,0,0,1,2,3,1
859,0,0,0,0,0,3,2,0,0,0,1,2,4,1
860,0,0,1,0,0,4,2,0,0,0,1,0,1,1
861,0,0,0,2,0,3,3,0,0,0,1,2,4,1
862,0,0,0,3,0,3,3,0,0,0,1,2,3,1
863,0,0,0,3,0,4,4,0,0,0,1,0,1,1
864,0,0,0,2,0,3,2,0,0,0,1,2,4,1
865,0,0,0,0,0,4,2,0,0,0,1,2,4,1
866,0,0,0,2,0,3,1,0,0,0,1,2,4,1
867,0,0,0,2,0,3,6,0,0,0,1,2,4,1
868,0,0,0,3,0,2,3,0,0,0,1,0,1,1
869,0,0,0,3,0,3,3,0,0,0,1,2,4,1
870,0,0,0,1,0,3,6,0,0,0,1,2,4,1
871,0,0,0,3,0,3,1,0,0,0,1,2,4,1
872,0,0,0,3,0,3,3,0,0,0,1,2,4,1
873,0,0,0,1,0,4,4,0,0,0,1,2,1,1
874,0,0,0,3,0,3,1,0,0,0,1,2,1,1
875,0,0,1,0,1,3,6,1,1,1,1,2,4,1
876,0,0,0,2,0,3,2,0,0,0,1,2,3,1
877,0,1,1,3,1,3,6,0,0,0,1,0,1,1
878,0,0,0,2,0,3,3,0,0,0,1,2,3,1
879,0,0,0,2,0,4,1,0,0,0,1,2,3,1
880,0,0,0,2,0,3,3,0,0,0,1,2,4,1
881,0,0,0,2,0,3,6,0,0,0,1,2,1,1
882,0,0,0,2,0,3,3,0,0,0,1,2,4,1
883,0,0,0,0,0,3,1,0,0,0,1,2,3,1
884,0,0,0,2,0,2,2,1,1,1,1,2,4,1
885,0,0,0,3,0,3,3,1,0,1,1,0,1,1
886,0,0,0,1,0,2,2,0,0,0,1,2,4,1
887,0,0,0,2,0,3,2,0,0,0,1,2,3,1
888,0,0,0,3,0,2,3,0,0,0,1,2,2,1
889,0,0,0,2,0,2,2,0,0,0,1,2,1,1
890,0,0,0,3,0,3,2,0,0,0,1,2,4,1
891,0,0,0,3,0,2,2,0,0,0,1,2,4,1
892,0,0,0,2,0,2,2,0,0,0,1,2,4,1
893,0,0,0,3,0,3,3,0,0,0,1,2,3,1
894,0,0,0,1,0,3,4,0,0,0,1,2,2,1
895,0,0,0,3,0,2,2,0,0,0,1,2,5,1
896,0,0,0,3,0,3,3,0,0,0,1,2,1,1
897,0,0,0,3,0,3,3,0,0,0,1,2,3,1
898,0,0,0,2,0,3,4,0,0,0,1,2,1,1
899,0,0,0,2,0,3,1,0,0,0,1,2,4,1
900,0,0,0,3,0,3,3,0,0,0,1,2,3,1
901,0,0,0,3,0,3,4,0,0,0,1,2,1,1
902,0,0,0,2,0,3,2,0,0,0,1,2,3,1
903,0,0,0,0,0,4,2,0,0,0,1,2,1,1
904,0,0,0,2,1,3,1,0,0,0,1,2,2,1
905,0,0,0,2,1,3,3,1,1,1,0,1,1,1
906,0,0,0,0,1,4,2,0,0,0,1,2,1,1
907,0,0,0,0,1,2,2,0,0,0,1,2,1,1
908,0,0,0,2,1,3,1,0,0,0,1,2,3,1
909,0,0,0,2,1,4,5,0,0,0,1,2,1,1
910,0,0,0,2,1,3,6,0,0,0,1,2,4,1
911,0,0,0,0,1,4,1,0,0,0,1,2,1,1
912,0,0,0,2,1,3,1,0,0,0,1,2,1,1
913,0,0,0,2,0,4,2,0,0,0,1,2,4,1
914,0,0,0,3,1,3,5,0,0,0,1,2,4,1
915,0,0,0,2,0,2,4,0,0,0,1,2,4,1
916,0,0,1,3,0,3,3,0,0,0,1,2,4,1
917,0,0,0,3,1,4,3,0,0,0,1,2,4,1
918,0,0,0,2,0,3,2,0,0,0,1,2,3,1
919,0,0,0,2,1,3,2,0,0,0,1,2,4,1
920,0,0,0,2,0,4,1,0,0,0,1,2,4,1
921,0,0,0,3,1,4,2,0,0,0,1,2,4,1
922,0,0,0,0,0,2,1,0,0,0,1,2,3,1
923,0,0,0,0,0,4,3,0,0,0,1,2,2,1
924,0,0,0,3,1,3,4,0,0,0,1,2,3,1
925,0,0,0,2,1,4,2,0,0,0,1,2,5,1
926,0,0,0,3,1,3,2,0,0,0,1,2,3,1
927,0,0,0,2,1,3,1,0,0,0,1,2,1,1
928,0,0,0,2,1,3,2,0,0,0,1,2,3,1
929,0,0,0,2,1,2,4,0,0,0,1,2,2,1
930,0,0,0,3,1,3,2,0,0,0,1,2,1,1
931,0,0,0,2,1,3,3,0,0,0,1,2,2,1
932,0,0,0,3,1,3,1,0,0,0,1,2,1,1
933,0,0,0,3,1,3,3,0,0,0,1,2,3,1
934,0,0,0,3,1,3,2,0,0,0,1,2,5,1
935,0,0,0,2,1,3,1,0,0,0,1,2,4,1
936,0,0,0,2,0,3,4,0,0,0,1,2,4,1
937,0,0,0,2,0,3,4,0,0,0,1,2,6,1
938,0,0,0,0,0,2,2,0,0,0,1,2,4,1
939,0,0,0,2,1,3,2,0,0,0,1,2,5,1
940,0,0,0,0,0,2,2,0,0,0,1,2,1,1
941,0,0,0,1,0,3,1,0,0,0,1,2,3,1
942,0,0,0,2,0,3,1,0,0,0,1,2,4,1
943,0,0,0,2,0,3,4,0,0,0,1,2,2,1
944,0,0,0,3,1,3,5,1,0,1,1,1,2,1
945,0,0,1,0,1,4,3,0,0,1,1,1,1,1
946,0,1,0,2,0,3,3,1,0,0,1,1,2,1
947,0,0,1,3,1,3,3,1,0,1,1,1,3,1
948,0,0,0,2,0,3,4,0,0,0,1,0,1,1
949,0,0,0,3,0,3,2,1,0,1,1,1,1,1
950,0,0,0,2,0,3,2,0,0,0,1,1,2,1
951,0,0,0,2,0,4,1,0,0,1,1,1,3,1
952,0,1,1,3,0,3,5,1,1,1,1,2,3,1
953,0,0,0,0,1,3,5,1,0,1,0,2,1,1
954,0,0,1,2,0,2,3,0,1,1,1,1,2,1
955,0,0,0,2,0,4,3,0,1,0,1,1,6,1
956,0,1,1,2,1,3,6,0,1,1,1,2,4,1
957,0,0,0,3,0,3,3,1,0,1,1,0,2,1
958,0,1,0,2,0,3,2,1,0,1,1,1,1,1
959,0,0,1,3,1,4,4,1,1,1,1,2,6,1
960,0,0,0,2,0,3,4,1,0,1,1,1,1,1
961,0,0,0,0,0,3,2,1,0,0,1,2,6,1
962,0,0,1,3,1,4,2,1,0,1,1,2,2,1
963,0,1,1,3,1,4,3,1,0,1,0,2,1,1
964,0,0,1,2,0,3,1,0,0,1,1,2,2,1
965,0,0,1,0,0,3,3,1,0,1,1,2,2,1
966,0,0,1,3,0,3,4,0,0,1,1,1,2,1
967,0,1,0,3,0,3,3,0,0,1,0,1,3,1
968,0,0,0,0,1,1,2,1,0,1,1,2,6,1
969,0,1,1,0,1,3,6,1,0,1,1,2,6,1
970,0,1,0,1,0,4,3,0,0,0,0,0,2,1
971,0,0,0,2,0,3,3,0,0,1,1,2,2,1
972,0,0,0,0,0,2,2,1,0,1,1,2,4,1
973,0,0,0,0,1,4,1,0,1,0,1,2,1,1
974,0,0,1,2,1,3,3,1,0,1,1,2,2,1
975,0,1,1,2,1,4,2,0,1,1,1,2,5,1
976,0,0,0,2,0,2,4,1,1,1,1,2,2,1
977,0,0,1,2,1,3,3,1,1,1,1,2,3,1
978,0,0,1,3,1,4,2,1,0,1,1,0,2,1
979,0,0,1,2,0,2,3,0,0,1,1,1,3,1
980,0,0,1,2,1,3,6,1,1,1,1,2,4,1
981,0,1,0,2,1,2,3,1,1,1,1,0,6,1
982,0,0,1,0,0,1,3,1,0,1,1,2,2,1
983,0,1,1,0,1,4,2,1,1,0,1,2,5,1
984,0,0,1,3,0,3,3,0,1,0,0,2,5,1
985,0,0,0,3,0,3,3,1,0,0,1,2,2,1
986,0,1,0,3,1,3,5,1,0,1,1,2,5,1
987,0,1,1,0,1,4,3,0,0,1,1,2,1,1
988,1,0,1,2,0,3,3,1,0,0,1,2,2,1
989,0,1,0,2,1,4,4,1,1,0,1,2,5,1
990,0,0,0,2,1,4,6,1,0,1,1,2,3,1
991,0,0,1,1,1,3,6,1,1,1,1,2,4,1
992,1,1,1,3,1,3,4,1,1,1,1,2,3,1
993,0,0,1,1,1,3,3,1,1,1,1,2,4,1
994,0,1,1,3,1,2,2,1,0,1,1,0,2,1
995,0,0,1,0,1,3,3,1,0,1,1,2,2,1
996,0,0,1,2,1,2,4,0,1,0,1,0,3,1
997,1,0,1,1,1,3,2,1,1,0,1,2,2,1
998,0,1,1,2,1,3,2,1,0,0,1,0,4,1
999,0,0,1,2,1,3,6,0,0,0,1,2,4,1
1000,1,0,1,2,1,3,2,0,0,1,1,2,1,1
1001,1,0,1,3,1,3,6,1,0,1,1,2,3,1
1002,1,0,1,2,1,3,6,1,1,1,1,2,4,1
1003,0,0,1,3,1,3,2,1,0,1,1,0,3,1
1004,0,0,1,3,1,3,4,1,1,1,1,2,6,1
1005,1,1,1,2,1,3,3,1,1,1,1,0,6,1
1006,0,0,1,2,0,3,1,0,0,1,1,2,5,1
1007,0,0,1,0,0,3,2,1,0,0,1,2,5,1
1008,0,0,1,0,1,1,6,1,1,1,1,2,4,1
1009,1,0,1,3,1,3,6,1,0,1,1,2,2,1
1010,1,0,1,3,1,3,6,1,0,1,1,2,5,1
1011,0,1,0,3,0,3,3,1,0,0,1,0,5,1
1012,0,1,1,0,1,2,6,1,0,1,1,2,3,1
1013,0,0,1,2,0,4,3,0,0,1,1,0,3,1
1014,0,0,0,2,1,3,6,1,1,1,1,2,4,1
1015,1,1,1,2,1,4,2,1,1,1,1,2,5,1
1016,1,0,1,0,0,3,2,1,0,0,0,1,4,1
1017,1,1,1,1,1,3,3,1,0,1,1,2,3,1
1018,1,0,0,0,1,1,2,1,0,1,1,2,2,1
1019,0,1,1,0,1,3,6,1,0,1,1,2,3,1
1020,0,0,0,0,0,3,3,0,0,1,1,2,2,1
1021,1,0,0,0,0,2,2,1,0,1,1,2,4,1
1022,0,1,1,2,1,3,6,1,1,1,1,2,4,1
1023,1,0,1,2,1,3,3,1,0,1,1,2,2,1
1024,1,1,1,2,1,4,2,0,1,1,1,2,5,1
1025,1,1,1,3,1,3,2,1,0,1,1,2,3,1
1026,0,0,1,0,0,4,1,1,1,0,1,2,4,1
1027,1,0,1,3,1,3,3,0,0,1,1,2,2,1
1028,1,1,1,2,1,4,2,1,1,1,1,2,5,1
1029,0,0,1,2,1,3,1,1,0,1,1,0,1,1
1030,0,0,1,3,1,3,4,1,1,1,1,0,5,1
1031,0,0,1,3,1,3,3,1,1,1,1,2,3,1
1032,0,0,1,0,1,4,2,1,0,1,0,2,2,1
1033,1,0,1,2,0,3,3,1,0,1,1,2,4,1
1034,0,0,1,0,1,3,2,1,0,1,1,2,4,1
1035,0,0,1,2,0,3,1,0,0,1,1,1,4,1
1036,1,1,1,0,1,4,2,1,0,1,0,2,1,1
1037,1,1,1,2,1,3,3,1,0,1,1,2,5,1
1038,1,0,1,3,1,3,4,1,0,1,1,2,3,1
1039,0,0,1,2,1,3,6,1,1,1,1,2,4,1
1040,1,0,1,3,1,3,6,0,0,1,1,2,3,1
1041,0,0,1,1,1,3,6,1,1,1,1,2,4,1
1042,0,0,1,2,1,2,3,1,1,1,1,2,3,1
1043,1,1,1,2,1,2,2,1,1,0,1,2,4,1
1044,1,0,1,1,1,4,3,0,1,1,1,2,4,1
1045,1,0,1,3,0,3,3,0,0,0,0,2,3,1
1046,0,0,1,3,1,4,2,1,0,1,1,0,3,1
1047,0,0,1,0,1,3,4,1,1,1,1,2,6,1
1048,0,0,1,2,1,3,3,1,1,1,1,2,3,1
1049,0,0,1,1,1,4,2,1,0,1,1,0,2,1
1050,1,1,1,2,1,3,3,1,1,1,1,0,6,1
1051,0,0,1,2,0,3,1,0,0,1,1,2,3,1
1052,1,0,1,1,0,3,3,1,0,1,1,2,3,1
1053,0,0,1,3,1,4,4,1,1,1,1,2,6,1
1054,0,0,1,2,1,4,6,1,0,1,1,2,5,1
1055,0,0,1,2,1,3,6,0,1,1,1,2,4,1
1056,1,1,1,2,1,3,3,1,1,1,0,0,6,1
1057,0,0,1,2,0,3,1,0,0,1,1,2,2,1
1058,1,0,1,0,0,3,6,1,0,1,1,2,2,1
1059,0,1,1,3,1,3,3,1,1,1,1,2,3,1
1060,0,0,0,3,1,4,3,1,1,1,1,2,3,1
1061,1,0,1,3,1,3,3,1,1,1,1,2,3,1
1062,0,1,1,2,1,3,2,1,1,1,1,0,3,1
1063,0,0,1,2,1,3,6,1,0,1,0,2,5,1
1064,0,0,1,1,1,3,3,1,1,1,1,2,3,1
1065,0,1,1,0,1,2,6,1,0,1,1,2,3,1
1066,0,0,1,2,0,4,3,0,0,1,1,2,3,1
1067,1,0,0,2,1,3,1,1,1,1,1,2,4,1
1068,0,1,1,1,1,3,2,1,0,1,1,2,2,1
1069,0,0,1,1,1,3,6,1,1,1,1,2,4,1
1070,0,0,1,0,1,3,2,1,1,0,1,2,4,1
1071,1,0,1,2,1,3,6,1,0,1,1,2,1,1
1072,1,0,1,2,1,3,6,1,0,1,1,2,3,1
1073,0,1,1,2,1,3,1,1,1,0,1,0,3,1
1074,0,0,1,2,0,3,6,1,1,1,1,2,4,1
1075,0,1,1,2,1,3,1,1,1,1,1,0,3,1
1076,0,1,0,3,1,3,3,1,1,0,1,0,2,1
1077,1,1,1,2,1,4,2,0,1,1,1,2,5,1
1078,1,1,1,2,1,2,2,0,0,0,1,0,3,1
1079,0,0,1,3,1,3,4,1,1,0,1,0,5,1
1080,0,0,1,3,1,3,5,1,1,0,1,2,3,1
1081,0,0,1,2,1,3,3,1,1,0,1,2,3,1
1082,0,0,1,2,1,2,3,1,0,0,1,2,5,1
1083,1,0,1,2,1,3,6,1,0,1,1,2,6,1
1084,0,0,1,3,1,3,3,1,0,1,1,2,4,1
1085,1,1,1,3,0,2,3,1,0,0,1,0,4,1
1086,1,0,0,2,0,3,6,1,1,0,1,2,4,1
1087,0,0,1,3,0,3,2,1,0,1,1,2,3,1
1088,1,0,1,3,0,3,3,0,0,1,1,2,3,1
1089,1,0,1,3,0,2,3,1,1,0,1,2,5,1
1090,1,0,0,1,0,3,2,1,0,1,1,2,3,1
1091,1,1,1,2,1,3,4,0,0,0,1,0,4,1
1092,1,0,1,1,0,4,5,1,0,1,1,1,4,1
1093,1,0,1,3,1,2,3,0,1,1,1,2,3,1
1094,1,0,0,3,1,4,5,0,0,1,1,2,3,1
1095,1,0,1,2,0,3,3,1,0,1,1,2,2,1
1096,0,1,0,0,0,3,5,1,0,1,1,2,5,1
1097,1,0,1,2,0,4,6,0,1,1,0,1,4,1
1098,1,0,0,3,0,2,6,1,1,1,1,2,4,1
1099,1,1,0,1,0,4,1,0,1,1,1,0,3,1
1100,1,0,0,3,1,3,6,1,0,1,1,2,3,1
1101,0,0,0,2,0,3,6,1,1,0,1,2,4,1
1102,1,0,1,1,0,3,3,1,0,0,1,2,3,1
1103,1,1,1,3,1,4,2,1,0,0,1,2,4,1
1104,0,1,1,2,1,3,1,1,0,0,1,0,4,1
1105,1,0,1,3,1,3,3,1,0,0,1,2,2,1
1106,0,0,1,0,1,3,2,1,1,1,1,2,4,1
1107,1,0,1,3,1,3,6,1,0,1,1,2,4,1
1108,1,0,0,2,0,3,2,0,1,1,1,2,4,1
1109,1,0,1,3,1,3,4,1,1,1,0,1,3,2
1110,0,0,1,2,0,5,4,0,1,1,0,1,3,2
1111,1,0,1,2,1,5,5,1,1,1,0,1,1,2
1112,0,0,1,2,0,3,6,1,1,1,0,1,4,2
1113,0,0,1,0,1,3,4,1,1,1,0,1,2,2
1114,0,0,1,2,1,4,4,1,1,1,0,0,1,2
1115,0,0,1,2,1,4,4,1,1,1,0,1,4,2
1116,0,0,0,2,0,2,4,1,1,0,0,1,2,2
1117,1,0,1,3,1,4,5,1,1,1,0,1,2,2
1118,0,0,1,2,0,4,4,1,1,1,0,1,2,2
1119,0,0,1,3,1,4,4,1,1,1,0,0,3,2
1120,0,0,1,2,1,4,4,1,1,0,0,1,1,2
1121,1,0,1,1,0,4,4,0,1,1,0,1,1,2
1122,0,0,1,2,0,4,4,0,1,1,0,1,2,2
1123,0,0,1,2,0,4,4,1,1,1,0,1,1,2
1124,0,0,1,3,0,4,4,1,1,1,0,1,1,2
1125,0,0,1,0,1,5,4,1,1,0,0,1,1,2
1126,1,1,1,3,1,4,4,0,1,1,0,1,1,2
1127,1,1,1,3,1,3,4,1,1,1,0,1,1,2
1128,1,0,1,2,0,4,4,1,1,1,0,1,2,2
1129,1,0,1,0,1,2,4,1,0,1,0,1,1,2
1130,1,0,1,1,0,4,4,0,0,0,0,1,1,2
1131,0,0,1,3,1,3,3,1,1,1,0,1,3,2
1132,0,0,1,2,0,3,4,0,0,1,0,0,1,2
1133,1,0,1,3,1,4,6,1,0,1,0,1,3,2
1134,0,1,1,2,1,4,3,1,1,1,0,0,3,2
1135,0,0,1,3,1,3,5,1,1,0,0,1,2,2
1136,1,0,1,3,1,4,6,1,0,1,0,1,3,2
1137,0,0,1,1,1,3,6,1,1,1,0,1,4,2
1138,0,1,1,3,0,3,3,0,0,1,0,1,2,2
1139,0,0,1,2,0,4,3,0,0,1,0,1,2,2
1140,0,0,1,3,1,3,3,1,1,0,0,1,3,2
1141,0,0,0,0,0,4,3,1,0,1,0,1,2,2
1142,1,0,1,0,1,2,3,0,0,1,0,1,2,2
1143,1,1,1,2,1,5,3,1,1,1,0,1,1,2
1144,0,0,1,3,1,4,3,1,0,1,0,1,3,2
1145,0,0,1,0,1,5,3,1,1,0,0,1,1,2
1146,0,1,1,2,1,4,5,1,1,1,0,0,1,2
1147,0,0,1,2,0,4,5,1,1,1,0,1,1,2
1148,1,0,1,3,1,4,6,1,1,1,0,0,1,2
1149,0,0,1,2,0,3,6,1,1,0,0,1,1,2
1150,1,0,1,2,1,5,6,1,1,1,0,1,1,2
1151,0,0,1,2,1,3,6,1,1,1,0,0,1,2
1152,0,0,1,1,0,4,4,1,1,1,0,0,1,2
1153,0,0,1,2,0,3,4,1,1,1,0,0,1,2
1154,0,0,0,0,0,4,6,1,1,0,0,1,1,2
1155,0,0,1,0,1,5,5,1,1,1,0,0,2,2
1156,0,0,1,1,0,4,5,1,1,1,0,1,1,2
1157,0,0,1,2,0,4,4,1,0,1,0,1,1,2
1158,0,0,1,2,1,2,4,1,1,0,0,0,2,2
1159,0,0,0,0,0,4,4,1,1,1,0,0,1,2
1160,0,0,1,1,0,2,3,1,1,1,0,0,1,2
1161,0,0,1,2,1,3,6,1,1,1,0,0,1,2
1162,0,0,1,0,0,2,5,1,1,0,0,0,2,2
1163,1,0,1,1,0,5,4,1,1,1,0,1,1,2
1164,0,0,1,2,0,3,4,1,1,1,0,1,1,2
1165,0,0,1,0,1,5,5,1,1,1,0,1,1,2
1166,1,0,1,2,0,5,5,1,1,1,0,1,1,2
1167,1,1,1,0,0,5,3,0,0,0,0,0,2,2
1168,1,0,1,0,1,4,6,1,1,1,0,0,1,2
1169,0,0,1,3,0,5,6,1,1,0,0,1,1,2
1170,0,0,1,2,0,3,6,1,1,1,0,1,1,2
1171,0,0,1,2,1,5,5,1,1,1,0,1,1,2
1172,0,1,1,2,1,2,4,1,1,1,0,0,2,2
1173,0,0,1,2,0,3,6,1,1,0,0,0,2,2
1174,1,0,1,0,1,5,5,1,1,1,0,1,1,2
1175,1,0,1,1,1,3,5,1,1,1,0,0,1,2
1176,0,0,1,2,0,3,5,1,1,1,0,0,1,2
1177,1,0,1,1,1,5,5,1,1,1,0,0,1,2
1178,1,0,1,2,0,3,6,1,1,0,0,0,2,2
1179,0,0,1,2,1,4,4,1,1,1,0,1,2,2
1180,0,0,1,0,0,4,5,1,1,1,0,1,1,2
1181,1,0,1,2,0,4,4,1,1,0,0,0,1,2
1182,1,0,0,0,0,2,3,0,0,1,0,1,4,2
1183,1,0,1,2,1,5,5,1,1,1,0,1,1,2
1184,0,0,1,3,1,4,6,1,1,0,0,0,1,2
1185,0,0,1,2,0,4,4,1,1,1,0,1,1,2
1186,0,0,1,2,0,5,5,1,1,1,0,0,1,2
1187,1,0,1,2,0,4,5,1,1,1,0,1,1,2
1188,0,0,1,0,1,4,4,1,1,1,0,0,1,2
1189,0,0,0,2,0,2,4,1,1,1,0,1,2,2
1190,1,0,1,3,1,4,3,1,1,1,0,1,1,2
1191,0,1,1,2,1,4,3,1,1,1,0,0,3,2
1192,1,0,1,3,1,5,5,1,1,1,0,1,1,2
1193,1,0,1,0,0,5,5,1,1,1,0,0,1,2
1194,1,0,1,3,0,4,4,1,1,1,0,1,1,2
1195,0,0,1,0,1,4,4,1,1,1,0,1,1,2
1196,0,0,0,2,0,2,4,1,1,1,0,0,1,2
1197,0,0,1,3,1,4,4,1,1,1,0,0,1,2
1198,1,0,1,2,0,4,3,1,1,1,0,0,1,2
1199,0,0,1,2,1,3,4,1,1,1,0,0,1,2
1200,0,0,1,0,1,5,4,1,1,1,0,0,1,2
1201,1,0,1,2,0,3,5,1,1,1,0,1,1,2
1202,0,0,1,2,1,4,6,1,1,1,0,0,1,2
1203,0,0,1,2,1,3,4,1,1,1,0,0,1,2
1204,0,0,0,2,1,5,6,1,1,1,0,0,1,2
1205,0,0,1,2,1,2,5,1,1,1,0,0,1,2
1206,0,0,0,0,0,4,4,1,1,1,0,1,1,2
